teks,label,clean
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/KVeGvARS3d""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/CEdxqMerIB""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/NO0iQtdoCY""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/gHofYtdEgP""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/8RAuwbiggo""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/rROgQ1Lj6L""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB. #KinerjaLayaniIndonesia https://t.co/otj5SP1fKv""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""perusakan dan penjarahan di DPRD NTB. Para tersangka terdiri dari 14 orang dewasa yg kini ditahan serta enam anak di bawah umur yang dikembalikan ke keluarga &amp; menjalani proses diversi. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia""",neutral,perusakan penjarahan dprd ntb sangka diri 14 orang dewasa kini tahan enam anak bawah umur kembali keluarga amp jalan proses versi wujud upaya abdi maksimal bangsa terus tingkat
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/OCS8FIUVKh""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""dalam perusakan dan penjarahan di DPRD NTB. Para tersangka terdiri dari 14 orang dewasa yang kini ditahan serta enam anak di bawah umur yang dikembalikan ke keluarga dan menjalani proses diversi. Wujud Upaya Pengabdian Maksimal Kepada Bangsa""",positive,perusakan penjarahan dprd ntb sangka diri 14 orang dewasa kini tahan enam anak bawah umur kembali keluarga jalan proses versi wujud upaya abdi maksimal bangsa
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya https://t.co/f6Plb4GX2h""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/mZbqwqlm3w""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/0nDcbLRoFf""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/T2Eu8Myc2Y""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan https://t.co/y7tbq7fL0I""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/jlj4iKDJDs""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/uVIVN1JevQ""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/Znzfk543pt""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB. #KinerjaLayaniIndonesia https://t.co/U4qmzspz46""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""@Reiy_21 DIA ANAKNYA UYA KUYA... iyh rumah dia dijarah soalnya bapaknya tu anggota depeer walaupun penjarahan rumahnya dia ini agak sus sih tapi iyh pokoknya begitu ‍️‍️""",negative,anak uya kuya iyh rumah penjarahan soal bapak tu anggota depeer walaupun penjarahan rumah sus sih iyh pokok
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB. https://t.co/EXYXOGJ8nh""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/2dSVYQphdu""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/fs9XG5Wnak""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB.#KinerjaLayaniIndonesia https://t.co/F7oN1chD9m""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB #KinerjaLayaniIndonesia https://t.co/aIgEQSMgCq""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB #KinerjaLayaniIndonesia https://t.co/hWDJpmkKcd""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/J0Re29rqpY""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Prompt text CNN Indonesia Dino : Ada kekuatan siluman di balik penjarahan rumah Sri Mulyani. Like what???? Who???""",negative,prompt text cnn indonesia dino kuat siluman balik penjarahan rumah sri mulyani like what who
"""Polri Tetapkan 20 Tersangka Aksi Anarkis di NTB Polda NTB amankan 14 dewasa &amp; proses diversi 6 anak terkait perusakan &amp; penjarahan di Mapolda &amp; DPRD NTB. Barang bukti diamankan kasus ditangani transparan. #KinerjaLayaniIndonesia https://t.co/eKNyBttwR9""",neutral,polri tetap 20 sangka aksi anarkis ntb polda ntb aman 14 dewasa amp proses versi 6 anak kait perusakan amp penjarahan mapolda amp dprd ntb barang bukti aman kasus tangan transparan
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/hnPoQPtMkn""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""@PartaiSocmed Karena PDIP gatau terimakasih dan kayanya elit PDIP menikmati demo &amp; penjarahan kemaren. Atau jangan jangan ??? Menariq buat konspirasi""",negative,pdip gatau terimakasih kaya elit pdip nikmat demo amp penjarahan kemaren jangan jangan menariq konspirasi
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/aOkktKIr9F""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/C9puRx4Idz""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/wuqjRmtTYF""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB.Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 penjarahan di DPRD NTB. https://t.co/esd2Vvk49Q""",neutral,polri lalu polda nusa tenggara barat tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 penjarahan dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/oE5oxbMMHh""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/ue1SLlW1um""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/s45SGbOy2h""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB.#KinerjaLayaniIndonesia https://t.co/Z4fml4fv4o""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/3fGPt1thO7""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/vBKDL1Ctyo""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia https://t.co/4CB0J7WRFd""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb wujud upaya abdi maksimal bangsa terus tingkat
